sequence	16S_rRNA_Count	metadata_NSTI
05040536cfc19e338f18624893c4bbdd	1	0.038778
0512d48d218838ceae3721ed89df45df	4	0.065985
052510a5ed0bc73052e812a6da0e9880	1	0.017877
052ed87a5bce8789c20b59effda065d6	2	0.00015
052fd67fd5947cd34313da6bd2ae3921	4	0.00443
05425899b2fd85254ee70101b36c4ab6	3	0.004721
0548b11b6de90319756016a02baab332	6	0.004757
056d44fbce755915ff342fc09778901e	2	0.032847
05890ea9de4b002be4283cb930679048	1	0.070211
0593912bc0fc0de61a915547dbbe6d7d	1	0.11176400000000002
0597c35d7ccf15baa97bb72086b45118	1	0.004631000000000001
0598ed21f3ef7e773c35cc26039e3acb	1	0.19831600000000002
05a8a913861b62f34fd115ae827253af	1	0.004629
05ae6f7faba2f2bfdc04da5f04de33a1	1	0.023624000000000003
05b18ec772b1068d4e5af85a64eaed0f	3	0.02642
05c5252ce141646df9e9ae1ece03ab74	1	0.052369000000000006
05dbbf0301a9625e1f1a41470a92f7fe	1	0.000101
062719bac0c2d0f4d663ebbdb1a4ea1f	2	0.409684
062eba7c009596de896a6dd6d3cd221c	1	0.13745
063f282c172981235f8732cc047e2060	1	0.192281
067029bf97707b67b9bdec0416b79e39	1	0.085452
06733c87281d1dab1fc6378b48b7d306	3	0.024151
068775c960135cd5b2e5c6c547969a2f	7	0.004529
06a0b13e27feee7c553a0517521ba5b0	1	0.229096
06f825b512d903b9230e1a55d87359ee	3	0.000101
06f92ef6c5edfb691e62247afc956144	1	0.41696300000000003
06ffcd95c3e79e72c7d2a1fda91c7ab5	1	0.05129500000000001
071bbc478dcc770a4d20ceba199c32d9	1	0.08809
07306360d329e988d32ad93b3a9a55a9	4	0.004667
075e4f360967ee36dfc6c7dc719b835b	1	0.0046619999999999995
07699fa14cb8970eee5e8dda19dd5dbe	1	0.00015
076de871a459e633dbd5368e25ed55c6	2	0.052446000000000007
078e0fd51a7d5e5b908328591895ba58	1	0.236544
0798f353503d3736b6fd3e8df99b8abd	2	0.125554
079df1f30d4e73baeaa54a7cd88d668c	1	0.06360299999999999
07a2ebf5f435a0e47689de5c8cf6c9ed	2	0.409684
07b148ebe6cc2c05b1faa8d187c51114	3	0.029067000000000003
07c12b6798d5d42cae24bacb642110ee	2	0.409684
07c9fae43837b63f9b9d0cf3793e05d8	1	0.004634
07da22cab5c55a4badb462bcbbded642	1	0.089789
07e4cc68344b33fe1220798bbceae8fd	1	0.156528
07f7487d471e0b5065f782774391388d	1	0.048309
07fd92a29ce27a31f4d95c6821595530	1	0.00015
080e22549c165e0d97abb7401ed0e264	1	0.004647999999999999
080f6a3009ad9ea01fed8f7819c649c0	2	0.409684
081eb991613592794b0d89941c592a7a	1	0.01844
082141bf0c475620ca2f0b84ef4c260c	1	0.014051
082cd0facbc895f2d76d3a88cb7fa508	1	0.016364
0831ded17106dc705560ea8c6b2118a0	5	0.029089
08335db3c41db1d5e54d0d64c993f991	1	0.539716
085dee215abccf2f32ea374738112739	1	0.158932
0861c7c6869038f2f21542d35bb4bb9c	1	0.09765700000000001
0876151038534344cd9e870c08a523e3	1	0.014005000000000002
0879e008845fda40851aacc9358c7ce9	2	0.067462
087a32583cdc956d3df6b497accbaed0	1	0.013822999999999998
089fefe62a5a8779aeff4f46732847d4	7	0.073647
08a0cf376add32f3f4b57ec1e82a7a27	1	0.000101
08bd43071a06abf56df235fca6655bea	1	0.000101
08c53fdf2c7b879ac5e38d5730b65fd9	2	0.409684
08de9aa88c7a51d67f0176161f072478	1	0.164269
08e92f22e85a0251b8aa126d976a7b9d	1	0.223911
08e99f06801c5a0f0d4f663b4597898d	2	0.137974
08ea1d1191e634047bd4f5d67c3e8b03	3	0.012653
08eba18fc9aa967e5e29f20ee5041a60	1	0.227097
0916a01a69f1b94ec97461244f58ed01	1	0.206121
091cdf984f738d425fc47c89aec9872c	1	0.004536
093a62dd3c91d9112423cc01082db323	2	0.19878900000000002
09592c3f42866ac8ad245e54d2904be4	1	0.032951
096dedfe67fa1f0b4ad25dc4c9fcdf7a	1	0.13680599999999998
0995080a628acbffaa483c9f85e8105c	1	0.004647999999999999
0999f4e86c94093f74e23b12501455f8	1	0.00015
09ba0dcc9d08747a09b3a4ec08c8d529	1	0.00015
09d255252173150c1694b78f17b8ff7f	2	0.046007
09e996f449e880d1fd8f27d59e8d8b11	1	0.000101
09ecf5a6ae593fbc03199102562aeb4b	1	0.00015
09f9294499192d4eecf29e85501cc425	1	0.11193800000000001
0a035a7ec1f4a194dd7fbda3c5660db0	1	0.133654
0a21726cd4952a96635576553da67787	1	0.206121
0a39f269a92286a2fc485a177298da7a	1	0.13838399999999998
0a3cf58d4ca062c13d42c9db4ebcbc53	1	0.032817
0a4cea6feddc76c81684b28ce733aab8	2	0.248479
0a508f3d9933f63d11031803602e1898	1	0.555025
0a68ec564e278b0246c920ad7de41880	1	0.190051
0a6b9615944301a29e20464d2ebb5ae1	1	0.048267000000000004
0a6e2720ae81d4d15aede4044d72fb6d	1	0.045236
0a6e6c3b53cf34ee3c842fa90688635a	3	0.018559
0a77b22ff1a0a7bbe466e0738587a80d	1	0.16808
0a8be9819d1574e861eb69786b6a37ca	5	0.052953999999999994
0acb7cf29b02ee80fe7d7c02d395e8f6	1	0.062429
0ae5531a9802e71139c959faebdde10c	1	0.037023
0aefb8063eaab894e5c4aa6ed1ece00c	2	0.14156300000000002
0b53415990b1e4435ba981cc617f6be0	1	0.134266
0b6936e4451b63ba396ba8666434d3c2	1	0.076074
0b6eb991173d34102892489e05ecb868	1	0.036086
0bae11e18b7d5b6f905fcb2cecf94bcf	2	0.409684
0bcbdfe3d18b3f8e4a80f033471a4650	1	0.0047090000000000005
0bcf481f560145a821ea661a2980d4fa	2	0.01099
0bdf3f2cad45e6fe99d591955fa73d65	1	0.007652
0be2b2840d439b1b8548e8010f8310e5	1	0.034207999999999995
0bfe3e07bb0367941c03b089ed7f0b48	2	0.009266
0c0f292588151445723a6be8865f5227	1	0.051736000000000004
0c166e629f0a5d7021647ef712e4774e	2	0.045247
0c171fd1d6303769aab64a401e20b239	1	0.169218
0c1dd2de118ab4f5df87f002c4c90d5c	1	0.10579000000000001
0c20e4bfe46d7af72c1a915cf195d794	1	0.013611000000000002
0c4b245c4b7c443e975c79c61b5d6281	1	0.00015
0c579d21280801f02a641e1608606927	1	0.000101
0c76fab4520cc9c8a911b65955100ec2	1	0.051951
0c786d6e45f507c4b2a45db58952b19d	1	0.049657
0c80318d8cbe02a7bdcc803896452b69	1	0.004686
0c8a3d15ea6c77220262a0aa4991fb75	1	0.048634
0c8c712659cf39aec314278ad552c0ed	1	0.324047
0c8cd04af71b5642539b9239045d7307	1	0.004656
0c91cdb06ea8e39c64d25ed982c5d4e1	2	0.018869999999999998
0ca8e6354a7651478539182492346a42	1	0.17745
0cbf8815b62419e14e36014f8b05fd2b	1	0.444291
0cc98f631de6a6125626c450f995063b	1	0.17571099999999998
0cca2d2ce90b8e93b1a761a61ca40a3b	5	0.009269
0cd33bc32368f64b473311b2e13fa5e4	1	0.156411
0d28d8ab8baf13873dd0799ce91d1e32	1	0.042371
0d29a1eb24f264423251f3b2a92f7914	4	0.09412000000000001
0d2cbf9bffad10cfa24913f1949fe611	1	0.26109899999999997
0d3999f5b25eee3ba4de0a964da0c637	1	0.048123
0d41d17b1875d3c895aa05cc4ec1c1e5	1	0.032951
0d453c14744485b37a3325ab70976046	2	0.46368400000000004
0d49a66a4067236eabdf8f2b866d9607	1	0.004654
0d6bb2f2a1cb29ad755b9e54a5f9e48d	1	0.055285
0da514c472aa0fd907bb0f14eb01e7a6	2	0.014069
0daa15e327eb2bfc922a97c8931f236c	1	0.03671
0dab78626a94b928d626b8974b9d00e8	1	0.064597
0dcf5023e96fb8175d7bf02d900c9dd1	1	0.10664000000000001
0dde9a01859791c0a65ddf96462585cd	1	0.194205
0df6c802966e8670279671824da4f10a	1	0.000101
0e18f22ec59e11e281ce88c713b749d2	1	0.209106
0e226d197c2f253bcee5f15026512f90	1	0.136642
0e2573348777e55615736ca01785b7b4	1	0.174795
0e2a8998f26f9d0ec7fad2ea5fc5dbac	1	0.004614
0e2e91fba1ca9ed7de2d11ea4786c914	1	0.00464
0e33e29dc4fc4f5fb3066b74e992fc33	2	0.194472
0e3e4513e61848ed7e032f1ddbc6f42e	2	0.299078
0e3f9d9f14c8c085e3387735222f1949	1	0.00015
0e4a2466836707da063774d048427d00	1	0.174982
0e870c248842034ae2410c2dbb1661d6	1	0.060127999999999994
0e9c7459242272794fbae24f2766e784	6	0.009312
0eabbbf2148944468a5a7a78c2fc0deb	1	0.146848
0ecb900c9db631aafc61475d45a7b129	1	0.004614
0ed3a6836e138f14044f6950ad7280d2	1	0.009467
0ede181cba719902c5e1fa933644b97e	1	0.00015
0f18144d308ada95632ab5193d92073f	1	0.037757
0f31dd2aa2571cf8f4ae6f994df71db4	1	0.049669
0f47b549f747b077cde1b37aa81f9074	1	0.0046689999999999995
0f4cd337887bc16285c1ec6f7f300bfd	1	0.212587
0f5de0b0bea3db9ef9ade4d45a9b1b2c	1	0.004647999999999999
0f603a9018080b298f6f858569d3b3e2	1	0.054609000000000005
0f7b183901acd60418685b4fe37472c7	1	0.044906
0f844f13d08c068256533092a17b8b41	1	0.004568
0f9eea8ad94799099574e28355a970a2	6	0.023477
0fa909e40d12c25383a9280ed2bcb274	1	0.022223
0fb78d2965aaf5e399dad42d15a00573	1	0.181085
0fb84bacba3f24649a87e8a7f2e39bc2	1	0.064251
0fbbe23c2f084584fa41845357492433	1	0.104342
0fcb93c8f4cca6f580ad7877dead8b20	1	0.19928099999999999
0fd672291b9b2013b63d4b3ab74a11a2	1	0.065305
0ff0d55bbe780e1a35cb83cdf236bb33	1	0.115139
0ff52ecd45be79c478d82cfd5bd2e9cd	1	0.044524
10403065b9da06c956ad73ec95ed8645	1	0.008896
1043212d2297351974b967c00114d3c1	2	0.00455
10458de5dd28bef2fd2b5568192f009f	1	0.014019
1063e92b4acc17f22a826d2c79da73b9	1	0.00015
106b587e3ffba609c8ca07c4ad3ffa8f	10	2.797539
107273e73071282e4d0f4a0b46548da5	2	0.004649
107ff4254459205ce52b4885aca2f42c	1	0.037915
1080e76cdf39bc8ba2eaf4548335c4bb	1	0.042936
1081b546c7685daabb095eacf1fe5b8a	2	0.23706100000000002
109d26032039d70be6892f6d63c38af4	1	0.059069
109f8e9e402b965a5835c8efc68ba076	2	0.134128
10a00cc8c69c3738ac1c2863a9bc69b5	1	0.11123399999999999
10a1da71ca9ba927f1b6b637de8864cf	1	0.161526
10e190bc4242ced39541a1894dae1a59	1	0.048817
10e51791c8dee561db8251780cf9ef0d	1	0.102007
10e6f91ad86b3ff1890be01fea9455d1	1	0.14611500000000002
10ea3216010bb4dda7bbd975f15018de	1	0.107716
110967c1aa63fe8f97119037e7344857	1	0.004605
111cb8b9d78c511c996db6e6713e0801	1	0.00465
114a9f881836ded20dc12d04972748fa	1	0.053409000000000005
117b2e1d50ba108c4631aaa6380293b6	1	0.049189
1194d84d2a1df735a48e0bb822c95d89	5	0.097163
119eea33cb9f505d6a20297d132e792a	1	0.10647999999999999
11b7d5a0dd0446562be236a4a9144c75	1	0.101279
11c6abaafa7ba53a4d1a06ea9f7db98a	2	0.035951
11c7c9f85afec04af17da2ab7e6b7522	1	0.059584000000000005
11d39ddde5e519169232b48f8c832f9f	1	0.029113
11d7fc9d5a3f5ed68cc8c0eabbddd472	1	0.027058
11de99ac1dd449dd581d002be91f4d46	1	0.11223
11f0558dca37009cbf1a6083b0b658e5	1	0.004618
121a7bb9907b6ae9e7c3ee70a3478926	1	0.20656
12322f15c5dcca422f121c2e90eb3566	1	0.000101
123af0dd0d5ee39ec9d8b5379fb43135	1	0.408639
12596212f81c470bb18586314a5ea8e2	1	0.171042
12615dfed222d35c1582cbd6cef48013	1	0.129848
128e273e4a5346fed6c1730f8d35ea9a	7	0.02157
12acef5e0eba782d45fe9f038a99bf7b	1	0.15820599999999999
12c768e13c5234ba1c1b220fa6b7800b	1	0.032583
12f91c0e6f6187898058cb8347427927	1	0.078576
130f90ad4dbef080ce4282b1eb19d0d2	1	0.08103099999999999
1316acde3dfb50f1edb8dae81c77321f	1	0.22009299999999998
132eb36567f9a63196c09190ec0e3788	1	0.132704
13409404ccb074368654fc20cc5a0230	1	0.0047350000000000005
1354d8eddb9222983aca5a2fd2c6c7a5	2	0.000101
1368aca6d12ec4a9bbf16a2ff67104e1	1	0.040425
1376812f71399bd146deac9ea8a77e32	1	0.195608
137fe3ea49137cd38017de2265ec6f93	2	0.055277999999999994
138bc0922a2ce184b9cca00dae04b7d6	1	0.051461
1394aa4dbf3b07bff2a9786796b16d66	1	0.00458
139e832c69fb177d68bb0f5cb8594845	1	0.004539
139f3606221ee22a0da037f401753c11	1	0.000151
13adaed7bd901024bad33b577dc22b03	1	0.103872
13b5c5b33eea1f4f6341bd66a438519e	1	0.013663999999999999
13c1b2a8c491cf3fba2fa50e45717450	1	0.069521
13c3d33c4aab0414acdf5d400e9f31a9	1	0.00456
13d71cf98eff2dd4c01db78545020d68	1	0.1219
13e64d15a2139b16e1404058d3f01cbd	1	0.039633
13f7a9ef5200f68e19c1887ce787d5e8	1	0.12695
13ff746d63b76580ddf1f4bd8397c7ae	1	0.112648
1408e833bcfe7a769d9ec9afd5d20839	2	0.095249
142a34587d772485783404fa9f870c20	2	0.000101
145fa2945ab2c05ee3037b9e90b7d5ee	7	0.047894
1467b26c1e0171c53fc5467875052ad2	1	0.012139
1477bd7d028b0a72d3da86c738d1a9d7	1	0.18351099999999998
149465e40c1bdbc6230588a58a4d6eb0	2	0.11524300000000001
14ad1073557a2d628b6ec6f81ca80332	1	0.081736
1515bf46d010180a0a9d4f2461b955c0	2	0.009078
1517c78de853b18f206cd82d50b866e7	1	0.009226
15275ab3fba6bbe0d311fe7cd8d5a2bf	2	0.16655
153a1c462f6c9cc86cb69c231e968272	1	0.004704
154021686283528cb8b22ab030029790	2	0.013659000000000001
1541faf3a457cc8cc05b01ce30983449	1	0.004804
15450f0b13f412cc912ba1488cc5f86a	1	0.138077
1569f7ae988e26c905ab8fab427c8a0d	1	0.216743
156bd5d6d69fb402aafd5cfba4991146	1	0.037834
1574329397daea2bd9463cd81235ba46	1	0.077235
1583d8af9fd9cb078f88c0e1a8b8a888	2	0.009304
15b92ba8c75585068956398a5a22580a	1	0.12473800000000002
15bd8361441d322d66a955c10a723c14	3	0.000101
15bd9413148fd4d713bfaaf1ecdc04b0	1	0.160447
15d12ea026875e1de0c73db46ca3e5c8	6	0.023483
15d56c1957f615a428b92ab2d5f3e1ee	2	0.000151
15e81918cc5eaa4f2681e2c61c39e526	1	0.013630000000000001
15f67bba95fddf3d64bbb5c69954b403	1	0.004681
15f9f1362adc49cd842b7237b2e311a7	1	0.05179400000000001
15fc83beca8572ddf5d70bc3f275e4e6	1	0.13777
160416c333f35c07503c45d3a9dba498	1	0.009424
16181996d2d45e1e6aa1a695884acdea	2	0.10416800000000001
1636df577567be4aadea8383b4af2b86	4	0.268348
16530e5b50b780018210dac05a471715	1	0.075696
16577d051299f0072d87ffee13a4ef59	1	0.16508499999999998
1666ff355fe5a80b6fff243c1cb8bc61	1	0.032948000000000005
167b0db7142c0840d31a2f4d449e7947	1	0.014736
168756507bec9c3de8c23cb084df3498	4	0.004661
16adc68bae4d98a05d6a268956eddf7a	1	0.032505
16c0796c006308528e5db2d872fa458b	1	0.009283
16d139ad0f5d3f9e3b84cb43b9528b45	2	0.00015
16d13ed513218adc8b205a10b716e08c	1	0.013928
16da9716b4d7c3c9c904f3f799d67dfe	6	0.004693999999999999
170c259591e96d15b136e85f558fef13	1	0.050656
171d202d6e582ff8677c84378f39a1e2	1	0.310531
172c7dd243a785c34899c7f34e72ba79	1	0.018491
1732091c143dd7609f88aceec7150852	1	0.082577
1739d8f19c1ac366a2138b64b03047a9	1	0.014097
173c825a18291f2ba18b5e46d9db8408	1	0.000101
176c54c58f00f9fff0695f5100c7d9c7	2	0.016347999999999998
1779ccafeb5370db208d19afbac1e8cd	4	0.004633
177a377dd3481995a01c47a5d70946c4	1	0.088132
177ce9da99677894f498b27c9b6a5e58	5	0.091349
17a0944ddb4c9ad6aacb90d031495ebe	1	0.004564
17ae20a577370dc92154c6b1f5b2a5aa	1	0.014053999999999999
17e4a07623c4b46b26c7437f261af46e	1	0.083656
17e75fae700eb3c3f80e029b3381c6cd	1	2.217002
1829dd10bd0031f7dd7902d70e35dc83	1	0.024271
184614a96fcc78b825d759a33de5ba50	1	0.013594
185ef6bb79a2ba1a7599caa613caabda	1	0.206121
18815673021edd693b75fa7d776bf536	2	0.409684
188519589815ed88804b0f6d75f83d7c	1	0.004682
18bfb42f1644a79f161827d9df261118	1	0.0046429999999999996
18cda6ce7e2ea7ca0d8f1ad9924df7e9	1	0.26109899999999997
18d1d3003cc423b568ba5b5ccb433023	1	0.123921
1902045fa7900495d421b8a8f308eb85	1	0.004758
193a9b0f1319465a14a82adbeb7436d6	1	0.148587
1944efce16f64c35fd4fd78ca632bc13	1	0.110198
194d224aa71ad0c47b5348e8926a392d	1	0.009359000000000001
19546e28b3682f546454e42fb1360c04	1	0.160244
195a6faf067d7e7afcefd42a76f1e1dc	1	0.24922399999999997
195e3ae70a68c7a3dfbe12a7933c5182	1	0.19095299999999998
196d3a763de90b9dd1ddd7886b112cb8	1	0.223911
19715b1593c19aa6d35a4d1e3cd09374	1	0.151437
1978fc46fbfd9b795e153be14136a976	1	0.057569
197d913b0dae3e78d97b5c4a870cc985	3	0.010563
19a36b16af23deb4230ba84ab6f02f01	1	0.11060199999999999
19a696828b2e753d7e4578a843499a61	1	0.004562
19a779b06d85c489c23dcd3d3817226b	1	0.00015
19aecb758d65482f1413d4c98a58adcf	2	0.016347999999999998
19bb58c9e55bd4f6a5616c0537656eaa	1	0.33574899999999996
19cafe2c729a15e5ecbc8d769e80ce95	2	0.061122
19d70cd71413a07bedfdabad512377b6	1	0.054039
19d8a55433f0904389f7ea43d3ecdda3	2	0.322273
19d90cb7ea515676f735b4781f63e3c7	4	0.00015
19da890972569b6859c360e9b4c8751e	1	0.12750799999999998
1a3af659e20f20ba69ce3ed6080723de	1	0.131543
1a6d75fb5e6a5fa2871d39f869883860	2	0.076573
1a7a9d14747af9f14fcdabdef2549a77	1	0.10706800000000001
1a95c4570e31896d59195c9a02a4c5ed	1	0.240748
1a9df3fbbc7fc8cecec4239cf801d2fc	1	0.32590399999999997
1aa7f0bc9c6999849f6ffa1671e36307	5	0.004604
1aab7e0f59283069ce21c6ebf6599cab	2	0.465031
1ae9fdc9035981c1229636ef2e8422ba	2	0.080456
1afa3015d3a14eb3a8968df771beacf3	1	0.13964200000000002
1b0716262ba033751d94ece49ba1fb5f	5	0.099156
1b08b12bafe093ed7f856c25aa2bbcf8	1	0.15720699999999999
1b1abee10cf989fe717b4aa102e97da7	1	0.004644
1b23e74fb43b2b8a2d20b91679cf8e0e	3	0.000101
1b51357852b0b814b4d9918c6f0ab762	2	0.022718000000000002
1b5ae068b60b3c92ff823f4e6cdb9317	4	0.058642999999999994
1b5d50e4ae6a2cb153f3b2ca04699419	1	0.182783
1b76b84beacd0c5fd3220630c54622df	1	0.060902
1b8dec58597978264025b9eba656ffb5	5	0.000101
1b92901eaf73176b86069084ac8c13e3	1	0.075946
1b99eb31090852e7fbb71ca041a26838	5	0.053867
1b9ab7ba8573cbfe5f1a9f59f0b38ff4	2	0.00015
1ba305045190593bbbed66905c5bf459	1	0.398511
1baac3becb93235102097cd991276d8a	1	0.212587
1bc1f0e94c2e5c3f32e5b2746769efb4	2	0.409684
1bd7bd202e23f4c37409282827e1710e	1	0.013972
1be978004eacb113425e88922d4f1181	1	0.037725999999999996
1bf5fb12f674a0fc092423fa479adf43	2	0.048223
1c07bfad9199a464e6539b5d463710a2	1	0.22887800000000003
1c17929ccdc2053e25efe77fe869afca	1	0.0232
1c2edba6f16fd68a4972f9933d463941	1	0.009037
1c2f8154c9ed7ff9c4db32fdfcd8ee55	2	0.050711
1c4485eba4e4a70652a6c24f2a384601	3	0.034945
1c4f71b06ad9d613e117b633de27a107	1	0.000101
1c5f1cd4e7bd0f1dcc0062c7715d13da	1	0.259841
1c73e1dd8862b6fdbc044d6e0d9ecc26	11	0.000101
1c7e75cd2aeb7b7b484275009b1534ec	1	0.045236
1ce8aec0ee468e31bbfbbbc17cd0e7b2	1	0.05890599999999999
1cf27d7169473c2d683089372d489808	1	0.16285
1cf55cc53b74179e683065a23e0b3150	2	0.041296
1cf5a273181a53fb0c8bc02a63a3bcbb	2	0.231605
1d026bd66b6b44a571e8d0583c45a1e5	1	0.004683
1d25aa692e312579daef5567c31de6e7	1	0.054039
1d4311597e7145b2d5c7b930e9e9d66f	1	0.033588
1d49df56b83a383d8b998af9d148f52c	1	0.044599
1d67ba062a9c0d82daaadb0c2d6b0233	1	0.09626799999999999
1d89f108990bc88c1dcf328c668dc6a3	1	0.079487
1dab6d386cdc085f469be9dd97d971ab	1	0.004679
1dc952db562f039bbc6a4dd86f4087e1	1	0.041717000000000004
1dd248ea8d52adeac7bf6e4ce2da853f	2	0.119021
1df4ea697ddf438a11fa5348fdf26879	2	0.07007100000000001
1e0296c7b89d1cd0d4d0bc8bf16822fc	2	0.004887
1e09cf39f2e8e69be5f5b77270a1147f	1	0.259841
1e2706845af6ea93a14db9cb405c1a9a	1	0.032473
1e2ae92d91bbb08946b3ed1c17f767ec	2	0.058591
1e2ef3e6be91989473d3b5f3af1a8932	1	0.14131
1e42dbeb0cf76e3f876cf0b4e13ae827	2	0.280376
1e45d7b5bbebc0d14d371c298419ba44	1	0.054376999999999995
1e46f44cb4289895c925972728311375	1	0.004651
1e5cad60f8cdccd8baaf5e0be87f7464	4	0.081816
1e6215d1ec92b7b56cd3223f724ddc03	10	4.786341
1e8a1ee451c900714769af7980ba2428	1	0.022135
1eaa3cb7baaac3220b0606e3621afd16	1	0.079015
1eb216946c7797b65015d587e07d04f0	1	0.205785
1ed7fae56c41ba6a0c57e185cba6d36d	1	0.013172
1ee7bf98ab815301c3c3e7407cebfa65	1	0.000101
1f0532e025d966a685fd0d1f3144bc8a	1	0.00015
1f133c22c4e4a1c932a795f1b99c9005	1	0.22280100000000003
1f36cb2687f441854ceb960d2ce08d59	8	0.004527000000000001
1f3d20f8f9bfb29a4ae7eaf2962cd4b4	2	0.409684
1f4213400df9110503f827e3359aea92	1	0.15226099999999998
1f4f53432dd59bad25d6a4f91f21593e	1	0.004693999999999999
1f6ec30d82fcef8eeb5377d5c4143538	2	0.409684
1f761e94c83ae87caff68f7dcd11e34c	3	0.00474
1f77beb2c221b55368da9cabfcffc1a5	1	0.038146
1f87ccef44615ef518dd878c74769e76	1	0.056303
1f8da7220838300201398e61097186ad	1	0.0046170000000000004
1f943bfce01f672400532f63fec0896a	6	0.023479
1fb9dab4332ce8183d86a9c1c5112bc7	2	0.275472
1fd1728968ade3cb15d001bbf1c726bd	1	0.004557
1fd6cdf377ad4f514425f283ac0c2ad2	1	0.009335
1fd94e1ec3c553c399d78e43f76e2b58	1	0.029691000000000002
1fdc57a9f9a3829e301c520dafae85aa	1	0.20766199999999999
1ffd525effd7a028415663d3cfa65885	1	0.049782
