sequence	16S_rRNA_Count	metadata_NSTI
2027fa16e369312f6c37ef21c98b653e	1	0.0782
202fbe901b89ad25ca6fd6f2014bc635	5	0.0047
2035d50a805715723cc879a25ec69b2c	1	0.388331
203c719a95a58d30a88730726a4ef858	1	0.161773
20559b1c6fef79869c92eae4b34e4620	10	4.0719970000000005
2061982bdacabc5b14fa991850a1bda4	1	0.122741
20765c1ad0b5d8363c8cc82fd88e4659	1	0.365174
20779b5acbaed9fa54ec262d98e05ecb	6	0.144675
2084f48082d0e7376174d0dbe6af5c82	1	0.004748
208c0c43c7c5d4a6bb549e0c8365cd21	1	0.00015
2090a06248a0464bcaeebeacf9c266dc	1	0.0046
2099884c892f82b29d59afd2a1c28277	1	0.039416
209b0f9c375da503e050c43a24e70855	1	0.009420999999999999
20aa774a400e9b9c8e5b7d7c3a960fd6	1	0.480929
20e2bc6cbda3d0250c089268aff9927e	1	0.004582
20e5e4f379b70d0a78ea6b1957180261	1	0.10844100000000001
20f04bb39647f585b24991506aa6878c	1	0.223911
211d9cc84f67f04834370e3da5fcdc6d	1	0.10685399999999999
2128900c0548f45dd437f8609cd6c4fe	1	0.004712
212bde30018950abf98965de11547c64	1	0.07863200000000001
213bf13dcb40a070300b6c5ff8866991	1	0.004683
21401b105dc53b367b8fdc0ec97a9f02	1	0.004593
214cc7347bce8648a14d0c4e88cf371b	1	0.049812999999999996
217fdff5acfa6fcc5de836ddb88ab236	1	0.13443
21a0d5900431225b1960239573b9a49f	1	0.5533140000000001
21dcfff18d552ae0ca669d213652bda3	1	0.170698
21ebba04c01a58593fb2e1be365731f8	3	0.035473000000000005
21ec4d257421a662572a9f652d68b938	1	0.056351
2200dc169949c0e9f74dff0f8ac9054b	2	0.22708899999999999
22123046011549c17cb8d2ae36cc647c	1	0.004677000000000001
22424eb53c259749d0d5cf4f45d18613	1	0.059625
2245307f6b931c0125d147ba4d5259da	1	0.004599
224955af41e004b0e991b9b837585aa1	1	0.288562
22563a534f274e5df6ad0751b02804bc	1	0.005875
22a196036f5a166a6dfab810740bdec8	1	0.11210999999999999
22af925a94864d27ed771d86ebdd474d	1	0.087753
22b3c70cdfb1714224e1bf8a6314bee9	3	0.000101
22b3dce4a08aa0a909a1f0a5ab5fa11e	1	0.8384209999999999
22b6958305abc1b57b73e8a469cef11e	2	0.02877
22c159771ea409e7a5cf617dae2ec8f0	2	0.295478
22d93a5440a1c97f06db10312de65173	1	0.056183000000000004
22e581d0d45d68a87c84709d1f70a433	1	0.259841
23049cc1b6ce954aa8251300dd1d0bf8	1	0.08164600000000001
231f09ba26047af38c3ce51de2880125	2	0.298602
232f435e87f96006c0070ebf3194dd5a	1	0.08138300000000001
2359b6a4d6a1188eac7ed4daae3e165f	2	0.00015
2361bde0fde885a969b62976e47c94f9	1	0.075182
236c6ed8cb8a5befc87139c8339c5a26	1	0.004675
23977ef2457a1830ef47e00e0c653781	1	0.095243
239932a07f2e0c80ac060f92c99d601a	1	0.107919
23ae9e2fa6b01d6fec577ea0b0141771	1	0.08180599999999999
23c4c6034dec4e87f1fe8b3648ffe8e5	1	0.324208
23d07f98ea83383b63b2f0e00a3eee72	1	0.23320300000000002
23d6e67ff377b63cc8506920f662b5a5	1	0.13581700000000002
240a2a4208400051e265aecaf9e9ab4e	1	0.131261
241a0c90cc40da29bc738d34b607f25f	1	0.0046630000000000005
243a590b7a6c17e5a16dff4bc7033ac1	1	0.00015
243e767f37ed2b0fd40a3b527e43d019	1	0.138977
24530d9aacd7f7ab5ae8dd45dece762b	2	0.054147
24646f903382ae52da1b45805982e09f	1	0.102904
247272774211c014c45ed1ccef7a4ebb	1	0.013283000000000001
2484e7058e4c7289de0c60195634cb4e	1	0.000101
2488005113c20a9b2c7692539e7a9e3c	1	0.022614
2489471b3729e885a2c1ddaa10774d8e	1	0.158932
2495a68a6348f28187cf440ed638c896	2	0.133446
249a5e18a13e5f0567cdf7d9d32a577f	1	0.082913
24ab52d61bd6f296ee3a1318ea6541a3	1	0.042672
24b78b941a3182e773b893c70cecd64f	1	0.018522999999999998
24cb328c9fd7acc137e16d564d2da79b	1	0.000103
24d1e67e132da803f4ca3e41ef6bdf2d	1	0.051842
24e15bd06880a5ae4206b5d1f1152e7b	2	0.19645
251809d070faa7dea30ebac28d407b62	1	0.039423
25394a604bbcd078c80186b300dab8ee	1	0.014078
2555aa6aae5009afddebfeeec2b3c339	4	0.011973000000000001
2570499f4a92b7746c65b8aacb5751e0	1	0.134023
2578292559123059504c4ff6de13b0ba	1	0.231028
2581357cf761bff3dcab0a65300ce0c9	1	0.161351
25aa0ae99c63223ad4e7b43d5c3e2407	1	0.013844
25b25306ad7bdca99a1b7e9f0ed1a9fd	1	0.045170999999999996
25b60da8f1af462e61067fc3545e8efb	1	0.026181
25bf7b31746631bbb8582ebe892fe837	2	0.409684
25e2bf09fbb032ce07d13ed44fd10670	1	0.01369
25eb489fc171a695bf1023548670cb14	1	0.02476
260bb2512b7958bca10bf0f1d78e7511	1	0.0045520000000000005
260e2aea645c4ee06fb3020cfe06f61e	1	0.023853
2612d4720a32bc48be00c213d64fa0e9	1	0.331802
2619b6f81b29b079a80e5c9ec2629dee	5	0.0046
261f58a5fead17a6aa00fbb650b6af4c	1	0.010727
263dd27eecec232de5af17bd4f6de61b	1	0.174954
263e41ea2c25dc87bd2ff5910cf30d40	1	0.00015
26624db16b4f5cb8dc59b915e20d9b12	1	0.059125
26736c7ee02864e6bbab37424d69a4ed	1	0.284093
267fb620505a7efa5fd182b292bdb8a6	2	0.009339
269b2ad65da97a2eda76238275888307	6	0.02374
26b7edd278ca03dc63ee0c520a881481	1	0.07864299999999999
26bd3bdeb309ce712157c5bdbebae715	1	0.047245999999999996
26c6e3ed14694582e207478c1f23c21f	1	0.00015
26e22cb9bb5163d1a9f4e418d710e8c8	1	0.206121
26e6db1289988fa361c4d7cd91f52eca	1	0.10591700000000001
26fb0d752ff8dfb1588be819f72e7206	1	0.09187200000000001
26fd47ccdf6e43b0ced99c820140b86c	3	0.16042
271286ee2698f868a2bf6696cb3173c9	1	0.22795700000000002
2721fd42d5373667f111c60faaf21eac	1	0.0034
2727f819185a7e8993f13df355a399fa	1	0.0045509999999999995
2728a20a149997fafa467c8fcc24bb04	1	0.013280000000000002
272c6c1d366ff934e78e5ac337f0ce5a	4	0.023299
273110f553bdbc5a166e60aca118537e	4	0.10375899999999999
27335f508429bf2100f5dded19cea135	2	0.598828
2740cf2417c92847cc298cbd71dd1fcd	1	0.000101
2744b599631377ebf3379d2508c22454	6	0.004674
275a7bf0c5f28f800faa652f086cbd0c	1	0.023771
27787511f4f5526c995ba0d6c2b172e4	1	0.186854
278c2a9599f0d608fc70845d26c6c722	1	0.03296
2799ad5c90e307f0e897fecda5a2924e	1	0.141209
279f375792b57be5129aa7a5b347e48f	2	0.048831
27a7197b6f932b622896bc3dc90f3200	1	0.14036300000000002
27c7b588e81da706871d32fa75eb78c2	1	0.157199
27ccfde7b056e4b6715073fe3263dc34	1	0.007281
27d2785a668352ebcae2031f9af1284b	1	0.11532200000000001
27de80af1584088f3b8dc80c6b990b94	1	0.113077
27ede910bbe6da588b8a454f2a10705c	1	0.014113999999999998
27f098662c8f87b4aaff903d9c0f28d3	1	0.000101
281d1d3fcec26d4fb13e9dcc637c143d	1	0.004744
2839a93d8bd460cb1efe83154b6886b1	1	0.009339
283f835321c660f3afd33edd88c984af	2	0.18328599999999998
284893667bfb1aafb42b5535ba52772f	1	0.19831600000000002
28489d490d51a5c0ff92a1d11e4f28bf	7	0.01939
2858b6b9eada338988b3daa7adbb42be	1	0.029738
2880c4a59b13e2e8e9ed8b55352d57a0	2	0.23963099999999998
28b3c0d9ab7a41a6a395c4fa5fa604ab	5	0.009201
28d85c6990ac97a8cbe22863c8774096	1	0.008828
28e260728976404c3e3e1ef2357c68a6	1	0.078165
28e6e18302d31dc8d823cd83f95f62dd	3	0.175065
290ff12f2db6051a9f970a03f6734c10	1	0.07888200000000001
293766484f73afbae1ffe7b595c388a6	1	0.009309
2948d30e4caba4fff96862bbd116cc1e	1	0.064117
29872bd95f441262d1a646a94a47c8d7	1	0.004981
29aae8b625298e07e7aee01534951d17	2	0.022393
29bbf8f003de4891a17e5152ef82ce84	1	0.21528899999999998
29c0b831ad8278ee5185bfe79acc067e	2	0.409684
29c7da750d748611d61a3ebacce26f32	1	0.033821
29d1663a39021a4277595dd7619c41ed	1	0.004656
29daaf94c6c9c41e5044aa321d18a306	1	0.000101
29e8663586a408e20ada2f8a97c7ad5c	1	0.240054
29e96f23957a25f2efd581e6cb8fb41a	1	0.32590399999999997
29fbc7e5021229480248fa7466a499a2	1	0.00015
2a29e8c6b440337cfe18859bf5ddbaf1	1	0.388331
2a2b34830532f063cbbc1517e527b58f	1	0.046527
2a34b4dbdcda40879c7abd17a2ea0e33	1	0.070756
2a7169b7465789a82b4f47c3d934d259	1	0.054571
2a93568893af97fae4e7de2d7582a378	1	0.041604
2aa788881960f61c51a046b54511d83d	1	0.09475399999999999
2aafdd5003e999ceb2ee369b04d4aa48	1	0.004706
2ab8f0ec96f160c6b40a0aa01225e031	1	0.056975
2ad1b986d2bf553ce68783715260b6b1	1	0.173949
2ae4fcd2421000df6932319c08b6e049	1	0.186013
2aea914d2aad3ecca6bd99134f3bc387	1	0.131211
2b1ddb064e4a039f96f38b121eb9a484	1	0.33764099999999997
2b3c25273d231cd65e9a836d3d8eab8b	2	0.046425
2b3eec6c3f18a58cc6dd0e784ef1ea36	1	0.152259
2b4671bda4fc602b10db87f280ab6e33	1	0.194205
2b4939a9833daba9069067f38e371ee6	6	0.00015
2b55eef55580de19decf27596f3252ef	1	0.12388199999999999
2b5bec278da36785c94d3bd29b8b3116	2	0.009295999999999999
2b6999c5ee763dd8e438a82472495ea1	1	0.214511
2b74579818ffe688c15e0e2816a7c339	1	0.062834
2b869347e522205f1c4a919196e6b45b	1	0.211071
2ba48219a2f8a0b2ce620f528ecaa37d	2	0.004582999999999999
2bd6b5821779b8f07f7f6c819b7ec583	1	0.172415
2bd9309f2f97cae51d18d06ea1ca519a	5	0.093447
2be033bf3a9ec3313e04989dd121de38	4	0.12048800000000001
2beb9e1b8486c2ce9e50fa4dbff17fa5	2	0.013474000000000002
2becdd4cede27eb05fc8e9a3a6467086	1	0.04931
2c06ffccab774c921eb430364888a2de	1	0.040679
2c0c62ea09b2efe01bacdcbcf558d2b8	1	0.127929
2c11115205871ccf5e5eef7f18cc851a	1	0.033162
2c3b179c770eca4dd9338a4d2c137202	2	0.366721
2c5c2f1321ef74a6a81b1d2b64808b1a	1	0.092208
2c5e87b291147c04e1b8d1c808b1aee0	3	0.000101
2c6a6015a325f35c1a5c8ce7a44a5e3c	1	0.124713
2c783222881fadcb6e51cdd381d293b4	5	0.048296
2c79c63cbe2431fb26273878631cf564	1	0.00015
2c982937754e6321f861027032db80f7	1	0.004651
2ca412f2d2b52a833dfe9e6882b174fd	1	0.009352
2caf2453f7c312610926a8f735e90a07	1	0.009340000000000001
2cb1ff2f9d7a33605020b6fff33c71b8	1	0.261586
2cb5cb8c5f1e0989b4d6fd685e7f8519	1	0.20936999999999997
2cb97f7a5774ba36b0efe6ac27085be3	1	0.004574
2cc398fd427bfd9265e08f5eba6c7db5	5	0.039577999999999995
2ccb99ed70b56203984c861e8ea904d7	1	0.050954
2cd1d48a76d88105939427cb5d71863f	1	0.191432
2cd47bf470c7cd62f07657c2db4f66f4	4	0.058691
2cd5b7ed0e02c1f990c46a3dd3881cc3	1	0.11763
2cdac4ae837db323be3207da32af0649	1	0.077968
2ce2fe14a7573367d72e969fae8f556d	2	0.12229000000000001
2d3e0353a6b4d1995c185be87811523d	1	0.13736099999999998
2d4e01e206238cc2d07a03103849facf	1	0.004640999999999999
2d5612635f5947dcd1bade18156c56cb	1	0.131419
2d69879c17701098a49e16ca922c666c	1	0.048616
2d80deb510b103678e980ab00747528c	1	0.169655
2dbaf07cdc2dece27cda9675d3850efe	2	0.409684
2dd4add86c5c9fb1b0217f078e831c10	1	0.221543
2ddd42722497082a323c3317657ae6c0	1	0.07878500000000001
2de0f958e30d26f04cba8d2a920bbe46	1	0.086411
2de5ccd5d5d8484edf5b47be19c7687e	1	0.0046170000000000004
2dee1a9bb056fd32be51dd0de28f111c	1	0.073589
2df371c65a7a3622b70415bd07c4081f	4	0.00015
2dfdd820ff27822a4c0df6bab41a5574	1	0.15720699999999999
2e0153baf73c39ef129e2b1f30eec231	1	0.042252
2e02dc65e2de3f0c2b5644ddbde47bf9	2	0.409684
2e0bcc974fa1bda1200b9225c164abd5	1	0.26109899999999997
2e308bdfe0706e2132b75c61bb9a7333	1	0.004686999999999999
2e39c3b00663838d332aaf951c3e027c	1	0.182479
2e49f7428faaedddc1afa59642458814	1	0.146545
2e4f2b53b856c4def6d021d01f5abb70	1	0.04034
2e522b1c2619b9fa15cb04119422fa8a	1	0.020625
2e81e4d1a54e1636af43e46fa332ab11	4	0.060566999999999996
2ea77bfa2826ef208266b25bb5419422	1	0.014639
2eb4228d8c45f9ed534edab551410499	2	0.129371
2ee6677d6b179fe6168e45e63b458919	2	0.066605
2ee8f2b3ab2530d891e82c4e2d48f761	2	0.409684
2ef1e51ab1cf99a3c6417b05a060830e	1	0.004627
2efaafb27e2ffcc3f8985f42487eef82	1	0.13158699999999998
2f1e91aada793feb5d0b22690b71d01d	2	0.009295999999999999
2f2148880fe2f98f85d26620d7fbae76	1	0.325359
2f27407213be6515dc99b261f4326095	1	0.009298
2f726d9e5f1e79df0deeef2f0bdc304b	1	0.0221
2f977159023643cee18eebedc10477f1	1	0.013438
2fa690a5b863566286da84dce16b345c	1	0.092809
2fa92acf879f5d3aa157bac482cc1e48	10	4.0239519999999995
2fac3ca239726cb71f866e0ac9231c3e	1	0.162459
2fad1a0d407a94350900e44e1e68e90b	1	0.011065
2fb5a4a7d5e419920ec9257327a118ca	1	0.018831
2fb91f9118486a8e6447010e490b2a15	1	0.032934
2fbcff4c4c78e72252b9533d4133decd	1	0.048277
2feb4f1ba23435328a4447098821d645	1	0.059209000000000005
2ff32ce7c91c0547c381f7ed02d8597a	3	0.004682
300568e1ddcb6356519af1a75ab2df4b	1	0.014182
3018f4f83d947adf80d22adac11c116d	2	0.140019
306885bb108656641ce13c5a740ef46c	1	0.014294
3094fbaad7bb22fa2cbca640cd016563	1	0.065988
3098cde1d64044a2be3f292fda829b11	1	0.087897
30bbb92149497d81fcad76f5295191ca	1	0.144123
30cf5a1176e665b92d20d4e4a11230fe	1	0.004605
30f3b2d349c45277f4d59a35874edcbd	2	0.409684
30f8d4f117e346821019e922f3735cca	1	0.159352
310e29e529883e8e7edd6acdf14eb44f	2	0.302105
3114d42cc9f862a2a18d7e5efde7fa9b	2	0.184201
31175682ecddf94b762bb23e6acdb1a0	1	0.00941
3120660c883750285d85c12f7d898f67	1	0.066511
312fa863527671161ae47339e3a816ea	2	0.13608599999999998
3132e062f465bfbc042219075df3caa1	4	0.08869500000000001
313f2e7650431c05709fe6970761d2b1	2	0.208333
3140cf39380dba00c815930fe127a3be	1	0.462463
315ca0a729f126b941ba111a16d4d97a	1	0.06768099999999999
31654b0fabcee256ee93ddfc89c8b048	1	0.076601
316629c768421459633569542014fe04	1	0.198601
31670466486e32a67d36ce0040e23714	1	0.023722
31712516269d30c46e1742488ee93431	1	0.009285999999999999
317400600445482269215f230c2934fa	2	0.366721
31774b2ab198d7b5abc9f0d6e8a5ffc2	1	0.004588
3177df55c0c8eb3319054fdab0218222	2	0.170078
31796c953968a41c16d64cf15185cfb4	1	0.191084
317d372f5bf75e128ebd61b78344f2cc	3	0.10831199999999999
31ae90207edd94c7ec56db3a9778c2e7	1	0.010306000000000001
31ae9162d0da3b1fb0be13e936cb1bb7	1	0.051773
31b66346a71ac6fd6af6fdb1592cf9b1	1	0.113014
31cbb629db86fde99dcee2af5a99fc10	1	0.009192
31e57a1ab065214bb6b49f117e3f3499	1	0.018951
31f567f59096ed2d57feecc6c3621a58	1	0.006342
320646b00aa077b31219f515a1a9f475	10	3.7012400000000003
3212c19e0c26ea27a64ac1154c2181da	1	0.061316999999999997
32134669e2facb6328006574835fc00b	1	0.19872
3219af75ee8056ed06ba81e873b0d0cb	1	0.057971
3219e2c8262280507580cf6c8c9a73d1	1	0.09373300000000001
323844c964a8eb0225f6b533c5ae06fe	5	0.042569
3250473a3fc23c4f32e61b734ad8b16b	2	0.24302600000000002
32557bf1d4c02253e33971eccd9d2706	1	0.009252
32702e5136f76e35f3599176e177437d	1	0.019024
327f15250ad163fb4c3e6ee544eece19	1	0.07398400000000001
329a984e383c893de333f19c5ead1ade	1	0.367404
32c99ead10486b0b4c3cfc79c646c7e7	1	0.0046689999999999995
32cc17e12d08b4011ab0ec8c393fd12c	1	0.074711
32cd36db3b176689d81c65ddb6c17140	1	0.08727599999999999
32ee5312b1fe2088c533cbeace827b65	1	0.078901
32f8fd11d2bee278d609a1d4ab767554	1	0.004586
3305bd71a9cecd5fe4b75e815c90ee34	1	0.047227
330e776a1db4c7fa72b561a7171358e3	1	0.050525
3327987cbcff63248691848656565551	4	0.083051
332a6411ff00b4010ac2397f504c4695	1	0.00015
3330341b02671e4168db103de095de86	1	0.009429
333bbf9224442fc10cd497377d2b1d01	1	0.000151
334bc1875e6d2c3d09d5e0c1ceda7c59	1	0.007652
33518e48b174ac428cb7be1a216c6c6e	1	0.000101
3398a5d3b2b663c6ae525e6b02ce05bc	1	0.074875
33ac9fc871ccf5a6e864fb01b08d328c	1	0.277541
33b04e368873d01e5d5871b9e6c79940	1	0.008051
33ba975cdb88b5073a2355ffdf01e9cb	1	0.08182400000000001
33ddca6781100b91d670de9a543e5aa7	1	0.057468
33deb57a51743c338407d5c7e9b6f5fd	2	0.00015
33ecf0bfba9cc35f935c27480ea6a9ab	1	0.06768099999999999
33f727ebae3dc531709f8c7a1cde857d	5	0.0046
341caff1300aa78cd6d20a52e037a0f7	1	0.075619
3420507770c6d10a3672aeb8c6125f3f	1	0.00015
3428dd34ce66dbc0bcf2252144b283ee	10	3.6547059999999996
343655c84cbe71372d19e4a794c4229e	2	0.130859
3443b73db214fbccce540ddb43380a8d	1	0.10321400000000001
34574ccea5b3ac6d72d3c716df898a85	1	0.009411
3472675a6dd2eec51f2ea04a8dab5dc2	1	0.008798
3481fa43fe5fba6aecdc7f9aae6ed9c0	6	0.00172
3483ca9d38fbf7faad898c9d48c0e4df	1	0.100855
34918418f9f3b05e9da0b37615a6dc92	2	0.35516
349c6df1280ccb07fdf40307a0466664	1	0.042401
34b791a0a48d68bbf6278d510ee36430	1	0.164882
34bad1d36dd4af7e8068c0a418165a3a	1	0.227029
34df16c4974febd9eb04ddfe3d1d8b40	5	0.004598
34e767291c85523951aa35a2604479cc	1	0.018035
34e7880b31f7f70d96483190165c1faf	3	0.11969
34f18373786fd9cb61b1ffd0a197fcf1	1	0.004696
350cd8e890b27c7fa7ec3a0d77dbaa9b	1	0.00928
35195a80f6fb69ef8bd6827d1b045aad	2	0.00015
353cd6c557502e67ac66b9e30007c504	1	0.110872
354279e599b1797988bade872c2272ac	1	0.20656
354ca3259634bbfdca22c68fdabf8cf2	1	0.279909
355df1a390cf807ebbf341f6be0bcb9c	2	0.33622399999999997
356cda15eefe43c19109f4b049f47fae	1	0.059132000000000004
35742c03825c34f432f8f91cedbb1cfd	1	0.075726
3580ff1505adcad168a951af8c118f43	1	0.009382999999999999
35aebc06c05eae9482cd21de7efefa4c	3	0.033555
35c79e9aef8c01f5381c32f554d2aac4	1	0.191152
35cbb315e019e0a8768d4b73862df415	2	0.043248
35d3ed545ea08b7566d05e434cca65df	5	0.018954
35fd8e6e7da6e223aff693163b9140af	1	0.748242
35ffcc3b809d667286737d79670b8de5	1	0.076862
3601eed8692e536d403df29315bb48f1	1	0.075185
360610cb2407ffa9ef4d12de8d6242fc	1	0.142565
360b8779251bfde96f1165e5202f83d6	1	0.128166
3652788e84d52e1a7133359c67311619	5	0.058411000000000005
365bfd091ff876a2a7e7dd123604ed1b	1	0.114257
36619508971d491f06987878fc9ee77e	1	0.0045850000000000005
366bb3ddd63d135bec172051cf2cfe0a	1	0.00015
367d3488f5086ec4c49aea83b6e54676	2	0.009297
369bbf86b13d5924c095aad30bba9af1	1	0.133382
36b178f6435732234b8c9315996c681b	4	0.12254300000000001
36c3c3e931ebb36c143c46739b848668	2	0.23799299999999998
36ce67b3fecce277df99829617975495	1	0.010992
36d9ad396b85196c9b4cf68b81789585	1	0.00015
36e057db1e9671402d638e5b4c9197fc	1	0.006292
36fd6eb75e24fe3e4e6d664b393e88a4	1	0.182367
37016b5da4cd8bc8dfed10d3ece1e01d	1	0.009274
3704e8efdf08f0e95a1dbc4611310d30	2	0.396658
37152ab4ff9695f1090bc80a4b81207d	1	0.040812
371fb3bc768c2a34d7a6f2861d292693	4	0.008601000000000001
37285885b8332ddc762f31f62ef667f7	1	0.018978000000000002
3750b664e42c79042bb5cbdd651164de	5	0.014001
376e57ac0d2b0bab5adaea66d16880c0	1	0.00015
377cf6526838de331d979a3260d033a2	1	0.068272
3790e77bc2b9215b7a1793f6b8bf3040	1	0.023393999999999998
37944960ad44496dca7cd16714fd2563	1	0.007396
37b02c7dce670cd5cdc59cac8bd9ed83	2	0.254878
37f004671c936285c26471120596b2f5	7	0.11240699999999999
37f60e1f5a72f3aa23ee073f1d36cab2	6	0.014478999999999999
37fe3399799811d763f49fce7ddf9b57	4	0.038826
3816c11c2a409c253a3e4d46a919ee6a	1	0.095665
381b0a3350e4bfcb6932858ba93d08e7	1	0.574868
381f6d0fd92c27431c1bb507766e32d4	1	0.115995
3836e46c3d15c2069c1a0cad84f08736	1	0.151437
383d4a0528edd18fb0ddc225c36e99e1	1	0.146519
38403f7ec2721db35ab8f11b13ed78fb	1	0.168227
385197fd9f310da44597d7a6a8ad6916	1	0.000101
3861fe97850b05f3e798541a49e4dd8f	2	0.299078
3879535fffbbb63476a65da64d3698af	2	0.162197
388ad6a8fcaaf4e4e44aa74dd438f272	1	0.009255
389392c0889a431e423f470d5fe4c291	2	0.07194199999999999
38beb9295889cd97ccde32e38be9b052	1	0.047194
38cac3ab10304b3e28f1029b8f54b27e	7	0.086729
38e98a9f3ba3eb9dd47f709f90931add	3	0.018727
38eaa8f3d127290bf06b9a82171c37c0	1	0.009263
38ec4f69b1ae5af88ada17dfd5bf332d	1	0.186013
3916a456bb0a3bfd02c15fd537ff5923	1	0.00015
391cf481b28ab481fdf60810c61df2dd	1	0.014025
394eda29c886632f514dd94b58381186	1	0.0047079999999999995
396335c332ae372eba2e677b873bbbeb	1	0.018479
39658b5721be26e86ede83c8afb3be0d	1	0.009436
3966ef325b90557db3afc483b30f7cfe	6	0.023542
396d927449d38b84753ca035ca7dc6e3	1	0.036922
396ffa76286336a3eeb1ea420e60f86b	1	0.15644
397ee76b62bf30504fa558bb7e77607e	1	0.158932
39806c58a181fcf31a652b66603c3be7	2	0.281264
3982e8a17f4e00d073a32adfe14ce3e8	1	0.160447
398fbeb31a013bd83b23cc6305518ca9	1	0.004606
3995be2b7adaff999e7031a06952c584	1	0.013402
3997b3a27af40fcde972d5a58c3bd513	4	0.050643
39a65de3566c8b8dc63a9a00bd4b95a8	1	0.17993299999999998
39affe4f24aab02b897ece4e7d11f23d	1	0.02036
39b8b54c127b2d693da84e648385568d	13	0.004581
39c746e6698d4935484f50bf45508965	1	0.098591
39da4e6f9055497bb8cc04e2070cef77	2	0.004592000000000001
39dc33d8c7e1fb8fce79e48a90af87a3	1	0.057178999999999994
39ebf726a220ed2b9879685732a93205	1	0.006194
39f11e92b58820c875e7800e093a9838	1	0.23443000000000003
39f94c50ed5ba9ec7085c9c0e312c16a	1	0.06026
3a49a71cdcbcd89b5f9d16d89b2900a8	2	0.299078
3a4a246cdaf2ee7e109536faef354a46	1	0.082203
3a5d3691225b224f4f1181c39a15565b	5	0.0046
3a8733a4ce3fe67b454bf542a4b16076	1	0.009309
3aa174ff234cb2fd00c0d196aa8251bf	1	0.009224
3aad083a4c822d27071d1ff6163cbfb2	1	0.337912
3ac24a266616a506bf6f95a5105180e6	1	0.5190899999999999
3acd3ca6af24cc013667abd546df95d5	2	0.098452
3aff0c61231473669fac5d530978d704	1	0.518744
3b010dbd9eae72a79f11af5d24eb3ca3	3	0.019237
3b17ffa45b4816e5ad66b43e6896b637	1	0.11106400000000001
3b239fbcc133f26714a8f953dfc7d99d	1	0.0046429999999999996
3b2b67ed9e920e3ebe0002d07a71a96b	2	0.366721
3b2bbf917d1fbef6b0f2aedd57b80ed2	1	0.183327
3b4cfb5c1817cb306fe3ab275bb4b008	1	0.022134
3b4d5abd36edf85795e57e8ac99e4823	1	0.21168
3b53015aaff980480927f656617b7e52	1	0.00942
3b555da08913fea286bf7eab94fc690d	1	0.053988
3b5cc1a54b34373dbea9040febedc551	1	0.016367
3b5ccf69d43c7a45885dfd292fda5151	1	0.008823000000000001
3b879fd2a1bbfa8a102c8ba0b1c7aa14	1	0.139352
3b94c19ef326eea0918e1c3d244c999c	2	0.014075
3b951c1f21c92bc555de6b5c536eca3d	1	0.078515
3b9ca9023fbbbea6716410032d227585	1	0.021505
3bac14d2805bf995afe9d316a5777b1e	1	0.0016190000000000002
3bae00d865b43e800a6f297f958ac2de	1	0.0013880000000000001
3bafbca329b8d73469cc55fa80c17838	1	0.093677
3bdc14ca2ccb7846a971be5bcc6a921c	5	0.129838
3bf2a4afa5e9c675f69242df939fe4a1	1	0.00465
3c01a0aa0094ecd201ea9c361e88f006	1	0.14206400000000002
3c26c221d65aac49e3a725f053782ebe	2	0.098549
3c47d1756ee2bde5d0607744e6dbd522	1	0.011082999999999999
3c4ed02fbd3dc57cbcc105be54585db5	3	0.043637
3c592158eef35a5e972796addde62c4d	1	0.009067
3c70a6836188aa560a2d934414dbde9c	1	0.157494
3c868fba1aaf86fbd06520a07c30d0a2	5	0.004543
3c8c09702fa3257b1e0d017e243c91b8	1	0.006293
3ca67f6b4d1581754c805ed5cc9d9093	2	0.145744
3cc419135693d93b36880782e37091de	6	0.07703600000000001
3cdafd1221792dbed4ee5fc2b5b2f654	1	0.139656
3cfa54cf03ee98649e9f1ac13a92f90e	1	0.004602
3d02c1212b0deabf53b076acd8349dd0	2	0.008348999999999999
3d18160e128e160cdab6a6239c312263	1	0.062390999999999995
3d210657b54949ef1862638bca628c0c	1	0.01321
3d39248e8228bbee6cc56cc454e39356	1	0.051842
3d5067dded14d905dc40e42a16ef6191	2	0.231605
3d5baff45729bf2214074c2e9f77ad10	4	0.009329
3d675bc2e3ca7ae2dbd80044122f82b0	1	0.067064
3d6ab14fcd0c817636dc33a44833f70c	3	0.009192
3d6da4853055ccfc80db03cefee88f5a	1	0.082618
3d9d7871378525ed69ebc822aabadc19	1	0.192072
3daece7c192ac241c9da7c79a8900275	3	0.01243
3dc0485900ad04f61f8d0f25a379c471	1	0.282833
3dc54273fca11c37a8853690ee80cb37	1	0.125859
3dc8691f4274fac77b91e66df1bd9aad	1	0.078554
3dd7acf39ab927348aafcd8acb08dd9a	1	0.073192
3deda4dcea7b63875b69fb8f551aaeba	5	0.004601
3deddc06a0cc9d9feff48ac6b8d80359	1	0.111801
3e323bf769f90c885beaf75b7ca5c250	1	0.011005
3e5985aafad74b5b73dd2a490d6a7003	3	0.004681
3e83ecae5c6246c2e21705790f78b129	1	0.011266
3eb7d15a2507bc677303e1cf8ef8a555	1	0.019225
3ebbc96e1d1c2e0bb6cb8f88c2760625	1	0.167304
3ebe761bfb1238c87195d431f41bf976	1	0.034706
3ecfa231bfc7592f6bda1d349e6d5227	1	0.013283000000000001
3ef8e129658a80a78ddc434d7961ddc9	1	0.00015
3f22fed6c6cdc7a73bdd518a30467110	1	0.0047009999999999994
