#OTU ID	G35348	G35349	G35350	G35351	G35352	G35354	G35355	G35356	G35359	G35361	G35364	G35365	G35366	G35368	G35370	G35372	G35373	G35374	G35381	G35386	G35387	G35388	G35390	G35391	G35392	G35394	G35395	G35397	G35398	G35403	G35404	G35406	G35407	G35409	G35412	G35414	G35416	G35417	G35418	G35419	G35421	G35422	G35423	G35424	G35433	G35437	G35441	G35442	G35443	G35444	G35445	G35447	G35448	G35449	G35453	G35455	G35458	G35462	G35463	G35464	G35465	G35467	G35469	G35470	G35473	G35475	G35476	G35477	G35480	G35481	G35484	G35486	G35487	G35490	G35495	G35497	G35498	G35504	G35505	G35510	G35511	G35512	G35513	G35514	G35515	G35516	G35517	G35518	G35519	G35520	G35521	G35522	G35523	G35524	G35525	G35526	G35527	G35528	G35529	G35530	G35531	G35532	G35533	G35534	G35535	G35536	G35537	G35867	G35868	G35869	G35874	G35876	G35878	G35881	G35891	G35892	G35894	G35898	G35900	G35901	G35902	G35906	G35908	G35915	G35923	G35924	G35925	G35926	G35928	G35932	G35933	G35934	G35936	G35937	G35938	G35939	G35940	G35941	G35942	G35944	G35945	G35946	G35947	G35948	G35950	G35951	G35952	G35953	G35954	G35955	G35956	G35957	G35958	G35959	G35960	G35961	G35962	G35963	G35965	G35966	G35967	G35969	G35970	G35971	G35972	G35973	G35974	G35975	G35976	G35977	G35978	G35979	G35980	G35981	G35982	G35983	G35984	G35985	G35986	G35987	G35988	G35989	G35990	G35991	G35992	G35993	G35994	G35995	G35996	G35997	G35998	G35999	G36000	G36001	G36002	G36003	G36004	G36005	G36006	G36007	G36008	G36010	G36011	G36012	G36013	G36015	G36016	G36017	G36018	G36019	G36020	G36021	G36022	G36023	G36024	G36025	G36026	G36028	G36029	G36030	G36031	G36032	G36033	G36034	G36035	G36036	G36037	G36038	G36039	G36040	G36041	G36042	G36043	G36044	G36045	G36046	G36047	G36048	G36049	G36050	G36051	G36052	G36053	G36054	G36133	G36134	G36135	G36136	G36137	G36138	G36139	G36140	G36141	G36142	G36143	G36144	G36145	G36146	G36147	G36148	G36149	G36150	G36151	G36152	G36153	G36154	G36155	G36156	G36157	G36158	G36159	G36160	G36161	G36162	G36163	G36164	G36165	G36166	G36167	G36168	G36169	G36170	G36171	G36172	G36173	G36174	G36175	G36176	G36177	G36179	G36180	G36181	G36182	G36183	G36184	G36185	G36186	G36187	G36188	G36189	G36190	G36191	G36192	G36193	G36194	G36195	G36196	G36197	G36198	G36199	G36200	G36201	G36202	G36203	G36204	G36205	G36206	G36207	G36208	G36209	G36210	G36211	G36212	G36213	G36214	G36215	G36216	G36217	G36219	G36220	G36221	G36222	G36223	G36224	G36225	G36226	G36227	G36228	G36229	G36230	G36231	G36232	G36233	G36234	G36235	G36236	G36237	G36238	G36239	G36240	G36241	G36242	G36243	G36244	G36245	G36246	G36247	G36248	G36249	G36250	G36251	G36252	G36253	G36254	G36255	G36256	G36257	G36258	G36259	G36260	G36261	G36262	G36263	G36264	G36265	G36266	G36267	G36268	G36269	G36270	G36271	G36272	G36273	G36274	G36275	G36276	G36277	G36279	G36280	G36281	G36282	G36283	G36284	G36285	G36286	G36287	G36288	G36289	G36290	G36291	G36292	G36293	G36294	G36295	G36296	G36297	G36298	G36299	G36300	G36301	G36302	G36303	G36304	G36305	G36306	G36307	G36308	G36309	G36310	G36311	G36312	G36313	G36314	G36315	G36316	G36317	G36318	G36319	G36320	G36321	G36322	G36408	G36413	G36417	G36419	G36420	G36421	G36422	G36423	G36424	G36429	G36430	G36431	G36432	G36433	G36434	G36435	G36436	G36437	G36438	G36439	G36440	G36442	G36443	G36444	G36445	G36446	G36448	G36449	G36450	G36451	G36452	G36454	G36455	G36456	G36457	G36458	G36459	G36460	G36461	G36462	G36464	G36465	G36466	G36467	G36468	G36470	G36471	G36472	G36473	G36474	G36475	G36476	G36477	G36478	G36479	G36480	G36481	G36482	G36484	G36485	G36486	G36487	G36488	G36489	G36490	G36491	G36492	G36493	G36494	G36495	G36496	G36497	G36498	G36499	G36500	G36501	G36502	G36503	G36505	G36506	G36507	G36508	G36509	G36510	G36511	G36512	G36513	G36514	G36515	G36516	G36517	G36518	G36519	G36520	G36521	G36522	G36523	G36524	G36525	G36526	G36527	G36528	G36529	G36530	G36531	G36532	G36533	G36534	G36535	G36536	G36537	G36538	G36540	G36541	G36542	G36543	G36544	G36545	G36546	G36547	G36548	G36549	G36550	G36551	G36552	G36553	G36554	G36555	G36556	G36557	G36558	G36748	G36750	G36751	G36752	G36753	G36755	G36756	G36757	G36759	G36760	G36761	G36762	G36763	G36764	G36765	G36766	G36769	G36771	G36772	G36773	G36776	G36777	G36778	G36779	G36780	G36783	G36784	G36785	G36786	G36787	G36788	G36789	G36791	G36795	G36796	G36797	G36798	G36799	G36803	G36807	G36808	G36809	G36810	G36811	G36813	G36814	G36815	G36816	G36818	G36819	G36820	G36822	G36823	G36824	G36826	G36827	G36829	G36830	G36831	G36834	G36835	G36837	G36838	G36839	G36840	G36843	G36844	G36845	G36846	G36847	G36848	G36849	G36850	G36851	G36854	G36855	G36856	G36857	G36858	G36859	G36860	G36861	G36862	G36863	G36864	G36865	G36866	G36867	G36868	G36870	G36871	G36872	G36873	G36874	G36875	G36877	G36878	G36879	G36880	G36881	G36882	G36883	G36884	G36885	G36886	G36887	G36888	G36889	G36890	G36891	G36892	G36893	G36894	G36895	G36896	G36897	G36898	G36899	G36900	G36902	G36904	G36905	G36906	G36910	G36911	G36917	G36918	G36921	G36923	G36925	G36927	G36928	G36930	G36932	G36933	G36935	G36936	G36937	G36938	G36940	G36944	G36948	G36951	G36952	G36953	G36957	G36958	G36959	G36960	G36964	G36966	G36968	G36972	G36973	G36974	G36982	G36984	G36987	G36988	G36991	G36992	G36993	G36998	G37004	G37005	G37009	G37010	G37011	G37012	G37013	G37014	G37015	G37016	G37017	G37018	G37019	G37020	G37021	G37022	G37023	G37024	G37025	G37026	G37027	G37028	G37029	G37030	G37031	G37032	G37033	G37034	G37035	G37036	G37037	G37038	G37039	G37040	G37041	G37042	G37043	G37044	G37045	G37046	G37047	G37048	G37049	G37050	G37051	G37052	G37053	G37054
D_0__Archaea;D_1__Euryarchaeota;D_2__Methanobacteria;D_3__Methanobacteriales;D_4__Methanobacteriaceae;D_5__Methanobrevibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae;D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces	8	5	0	11	16	102	17	94	40	13	0	0	44	49	77	158	185	748	0	12	27	0	53	28	10	9	10	0	6	0	0	0	0	0	38	0	0	6	12	0	5	64	10	0	15	0	2	0	0	34	15	32	0	12	23	27	0	4	36	19	43	0	10	0	0	13	8	84	0	0	8	0	39	14	38	11	20	12	20	6	0	6	0	6	0	0	21	22	8	0	0	0	0	0	85	106	268	9	0	9	5	0	0	10	0	0	30	0	0	26	0	8	0	0	0	0	0	7	3	0	0	6	0	0	9	0	0	0	0	0	0	8	0	0	28	0	13	0	0	0	0	4	0	0	0	0	0	0	5	15	24	0	3	0	0	0	0	0	0	0	0	22	0	0	0	16	0	0	0	0	0	0	0	30	0	0	0	0	66	0	389	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	61	0	0	0	0	0	7	0	24	5	0	12	0	0	0	0	0	0	0	0	15	0	0	8	0	0	0	0	0	0	0	5	0	18	18	24	12	28	8	0	0	11	15	0	5	0	4	0	0	17	17	0	8	8	19	0	3	14	19	9	6	0	0	0	0	6	6	2	0	0	0	12	0	132	0	0	7	12	0	0	0	0	6	7	0	22	447	20	57	75	10	13	16	12	11	37	0	12	9	11	2	10	13	9	7	5	47	12	19	8	5	26	4	17	8	6	0	266	3	0	0	7	0	0	141	8	51	35	25	9	0	0	17	16	12	5	0	0	13	0	5	15	21	11	0	3	0	0	6	0	0	0	0	2	9	5	0	0	8	0	9	13	0	15	22	10	0	0	7	5	11	6	0	9	10	0	0	5	0	0	0	3	9	7	0	7	0	18	29	2	4	0	8	0	12	3	0	8	0	0	0	0	4	0	9	0	0	7	12	10	3	0	10	0	10	0	11	19	8	0	80	0	21	0	13	25	0	319	0	11	23	20	26	27	9	0	5	3	0	37	0	8	6	7	15	7	34	0	6	0	8	0	0	0	9	0	0	10	0	4	7	0	0	0	0	6	29	0	0	13	0	7	25	24	45	13	0	0	46	7	15	21	79	17	9	20	0	10	31	37	72	49	20	13	12	10	18	16	9	21	9	0	0	0	5	0	5	0	4	79	0	307	6	234	0	72	447	97	22	12	5	83	33	18	3	138	32	117	42	83	13	18	15	31	11	0	6	0	10	15	8	12	21	14	37	17	9	10	12	0	3	31	20	11	11	38	0	15	8	32	8	17	11	10	10	0	38	0	4	4	9	0	9	0	66	41	14	14	23	13	11	38	24	34	0	69	0	0	0	33	7	54	112	0	0	39	88	20	3	15	37	0	40	8	15	23	91	7	15	5	9	10	9	37	14	73	19	9	11	0	18	0	13	6	0	0	8	21	29	14	30	37	10	12	8	21	44	0	9	31	10	0	11	9	47	16	0	0	69	16	13	19	0	52	50	51	23	15	67	8	34	26	17	12	9	19	23	0	48	66	19	19	0	20	6	0	7	3	21	7	17	0	0	0	0	0	0	11	18	11	0	3	0	6	6	0	0	0	0	33	16	14	65	18	22	0	4	0	0	0	19	21	0	0	9	4	24	0	2	0	13	18	9	23	28	0	16	23	109	0	17	0	0	3	0	18	0	13	73	12	209	15	41	5	19	15	0	9	56	23	0	3	0	12	0	0	4	27	61	26	457	13
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinotignum	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Arcanobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
